"wordrep"	"letters"	"word_accuracy"	"iksis"	"responses"	"suppression"	"subject"
"363"	"turnm"	"m"	0	24	"m"	"Normal"	"p10crandom.txt"
"364"	"oiut"	"o"	0	143	"o"	"Normal"	"p10crandom.txt"
"365"	"oiut"	"i"	0	144	"i"	"Normal"	"p10crandom.txt"
"366"	"oiut"	"u"	0	8	"u"	"Normal"	"p10crandom.txt"
"367"	"oiut"	"t"	0	120	"t"	"Normal"	"p10crandom.txt"
"368"	"to"	"t"	1	1192	"t"	"Normal"	"p10crandom.txt"
"369"	"to"	"o"	1	103	"o"	"Normal"	"p10crandom.txt"
"370"	"be"	"b"	1	192	"b"	"Normal"	"p10crandom.txt"
"371"	"be"	"e"	1	81	"e"	"Normal"	"p10crandom.txt"
"372"	"successful"	"s"	1	808	"s"	"Normal"	"p10crandom.txt"
"373"	"successful"	"u"	1	120	"u"	"Normal"	"p10crandom.txt"
"374"	"successful"	"c"	1	136	"c"	"Normal"	"p10crandom.txt"
"375"	"successful"	"c"	1	288	"c"	"Normal"	"p10crandom.txt"
"376"	"successful"	"e"	1	208	"e"	"Normal"	"p10crandom.txt"
"377"	"successful"	"s"	1	256	"s"	"Normal"	"p10crandom.txt"
"378"	"successful"	"s"	1	160	"s"	"Normal"	"p10crandom.txt"
"379"	"successful"	"f"	1	496	"f"	"Normal"	"p10crandom.txt"
"380"	"successful"	"u"	1	112	"u"	"Normal"	"p10crandom.txt"
"381"	"successful"	"l"	1	505	"l"	"Normal"	"p10crandom.txt"
"382"	"worfer."	"w"	0	240	"w"	"Normal"	"p10crandom.txt"
"383"	"worfer."	"o"	0	176	"o"	"Normal"	"p10crandom.txt"
"384"	"worfer."	"r"	0	593	"r"	"Normal"	"p10crandom.txt"
"385"	"worfer."	"f"	0	231	"f"	"Normal"	"p10crandom.txt"
"386"	"worfer."	"e"	0	216	"e"	"Normal"	"p10crandom.txt"
"387"	"worfer."	"r"	0	88	"r"	"Normal"	"p10crandom.txt"
"388"	"worfer."	"."	0	473	"."	"Normal"	"p10crandom.txt"
"389"	"Many"	"M"	1	232	"M"	"Normal"	"p10crandom.txt"
"390"	"Many"	"a"	1	176	"a"	"Normal"	"p10crandom.txt"
"391"	"Many"	"n"	1	233	"n"	"Normal"	"p10crandom.txt"
"392"	"Many"	"y"	1	223	"y"	"Normal"	"p10crandom.txt"
"393"	"farmers"	"f"	1	408	"f"	"Normal"	"p10crandom.txt"
"394"	"farmers"	"a"	1	241	"a"	"Normal"	"p10crandom.txt"
"395"	"farmers"	"r"	1	191	"r"	"Normal"	"p10crandom.txt"
"396"	"farmers"	"m"	1	144	"m"	"Normal"	"p10crandom.txt"
"397"	"farmers"	"e"	1	120	"e"	"Normal"	"p10crandom.txt"
"398"	"farmers"	"r"	1	96	"r"	"Normal"	"p10crandom.txt"
"399"	"farmers"	"s"	1	208	"s"	"Normal"	"p10crandom.txt"
"400"	"finf"	"f"	0	176	"f"	"Normal"	"p10crandom.txt"
"401"	"finf"	"i"	0	208	"i"	"Normal"	"p10crandom.txt"
"402"	"finf"	"n"	0	192	"n"	"Normal"	"p10crandom.txt"
"403"	"finf"	"f"	0	56	"f"	"Normal"	"p10crandom.txt"
"404"	"that"	"t"	1	153	"t"	"Normal"	"p10crandom.txt"
"405"	"that"	"h"	1	503	"h"	"Normal"	"p10crandom.txt"
"406"	"that"	"a"	1	176	"a"	"Normal"	"p10crandom.txt"
"407"	"that"	"t"	1	72	"t"	"Normal"	"p10crandom.txt"
"408"	"the"	"t"	1	152	"t"	"Normal"	"p10crandom.txt"
"409"	"the"	"h"	1	176	"h"	"Normal"	"p10crandom.txt"
"410"	"the"	"e"	1	80	"e"	"Normal"	"p10crandom.txt"
"411"	"cost"	"c"	1	368	"c"	"Normal"	"p10crandom.txt"
"412"	"cost"	"o"	1	104	"o"	"Normal"	"p10crandom.txt"
"413"	"cost"	"s"	1	145	"s"	"Normal"	"p10crandom.txt"
"414"	"cost"	"t"	1	135	"t"	"Normal"	"p10crandom.txt"
"415"	"of"	"o"	1	680	"o"	"Normal"	"p10crandom.txt"
"416"	"of"	"f"	1	105	"f"	"Normal"	"p10crandom.txt"
"417"	"such"	"s"	1	208	"s"	"Normal"	"p10crandom.txt"
"418"	"such"	"u"	1	168	"u"	"Normal"	"p10crandom.txt"
"419"	"such"	"c"	1	48	"c"	"Normal"	"p10crandom.txt"
"420"	"such"	"h"	1	208	"h"	"Normal"	"p10crandom.txt"
"421"	"a"	"a"	1	184	"a"	"Normal"	"p10crandom.txt"
"422"	"dog"	"d"	1	640	"d"	"Normal"	"p10crandom.txt"
"423"	"dog"	"o"	1	168	"o"	"Normal"	"p10crandom.txt"
"424"	"dog"	"g"	1	72	"g"	"Normal"	"p10crandom.txt"
"425"	"is"	"i"	1	136	"i"	"Normal"	"p10crandom.txt"
"426"	"is"	"s"	1	96	"s"	"Normal"	"p10crandom.txt"
"427"	"well"	"w"	1	152	"w"	"Normal"	"p10crandom.txt"
"428"	"well"	"e"	1	80	"e"	"Normal"	"p10crandom.txt"
"429"	"well"	"l"	1	152	"l"	"Normal"	"p10crandom.txt"
"430"	"well"	"l"	1	160	"l"	"Normal"	"p10crandom.txt"
"431"	"wotrth"	"w"	0	672	"w"	"Normal"	"p10crandom.txt"
"432"	"wotrth"	"o"	0	136	"o"	"Normal"	"p10crandom.txt"
"433"	"wotrth"	"t"	0	128	"t"	"Normal"	"p10crandom.txt"
"434"	"wotrth"	"r"	0	1137	"r"	"Normal"	"p10crandom.txt"
"435"	"wotrth"	"t"	0	175	"t"	"Normal"	"p10crandom.txt"
"436"	"wotrth"	"h"	0	96	"h"	"Normal"	"p10crandom.txt"
"437"	"it."	"i"	1	200	"i"	"Normal"	"p10crandom.txt"
"438"	"it."	"t"	1	97	"t"	"Normal"	"p10crandom.txt"
"439"	"it."	"."	1	551	"."	"Normal"	"p10crandom.txt"
"440"	"Even"	"E"	1	657	"E"	"Normal"	"p10crandom.txt"
"441"	"Even"	"v"	1	215	"v"	"Normal"	"p10crandom.txt"
"442"	"Even"	"e"	1	248	"e"	"Normal"	"p10crandom.txt"
"443"	"Even"	"n"	1	145	"n"	"Normal"	"p10crandom.txt"
"444"	"good"	"g"	1	384	"g"	"Normal"	"p10crandom.txt"
"445"	"good"	"o"	1	247	"o"	"Normal"	"p10crandom.txt"
"446"	"good"	"o"	1	145	"o"	"Normal"	"p10crandom.txt"
"447"	"good"	"d"	1	32	"d"	"Normal"	"p10crandom.txt"
"448"	"traual"	"t"	0	704	"t"	"Normal"	"p10crandom.txt"
"449"	"traual"	"r"	0	96	"r"	"Normal"	"p10crandom.txt"
"450"	"traual"	"a"	0	368	"a"	"Normal"	"p10crandom.txt"
"451"	"traual"	"u"	0	168	"u"	"Normal"	"p10crandom.txt"
"452"	"traual"	"a"	0	1992	"a"	"Normal"	"p10crandom.txt"
"453"	"traual"	"l"	0	128	"l"	"Normal"	"p10crandom.txt"
"454"	"dogs"	"d"	1	641	"d"	"Normal"	"p10crandom.txt"
"455"	"dogs"	"o"	1	159	"o"	"Normal"	"p10crandom.txt"
"456"	"dogs"	"g"	1	104	"g"	"Normal"	"p10crandom.txt"
"457"	"dogs"	"s"	1	248	"s"	"Normal"	"p10crandom.txt"
"458"	"sometimes"	"s"	1	272	"s"	"Normal"	"p10crandom.txt"
"459"	"sometimes"	"o"	1	104	"o"	"Normal"	"p10crandom.txt"
"460"	"sometimes"	"m"	1	152	"m"	"Normal"	"p10crandom.txt"
"461"	"sometimes"	"e"	1	56	"e"	"Normal"	"p10crandom.txt"
"462"	"sometimes"	"t"	1	200	"t"	"Normal"	"p10crandom.txt"
"463"	"sometimes"	"i"	1	136	"i"	"Normal"	"p10crandom.txt"
"464"	"sometimes"	"m"	1	201	"m"	"Normal"	"p10crandom.txt"
"465"	"sometimes"	"e"	1	95	"e"	"Normal"	"p10crandom.txt"
"466"	"sometimes"	"s"	1	224	"s"	"Normal"	"p10crandom.txt"
"467"	"change"	"c"	1	120	"c"	"Normal"	"p10crandom.txt"
"468"	"change"	"h"	1	104	"h"	"Normal"	"p10crandom.txt"
"469"	"change"	"a"	1	144	"a"	"Normal"	"p10crandom.txt"
"470"	"change"	"n"	1	104	"n"	"Normal"	"p10crandom.txt"
"471"	"change"	"g"	1	152	"g"	"Normal"	"p10crandom.txt"
"472"	"change"	"e"	1	88	"e"	"Normal"	"p10crandom.txt"
"473"	"ownershuip,"	"o"	0	1081	"o"	"Normal"	"p10crandom.txt"
"474"	"ownershuip,"	"w"	0	103	"w"	"Normal"	"p10crandom.txt"
"475"	"ownershuip,"	"n"	0	448	"n"	"Normal"	"p10crandom.txt"
"476"	"ownershuip,"	"e"	0	304	"e"	"Normal"	"p10crandom.txt"
"477"	"ownershuip,"	"r"	0	72	"r"	"Normal"	"p10crandom.txt"
"478"	"ownershuip,"	"s"	0	232	"s"	"Normal"	"p10crandom.txt"
"479"	"ownershuip,"	"h"	0	176	"h"	"Normal"	"p10crandom.txt"
"480"	"ownershuip,"	"u"	0	545	"u"	"Normal"	"p10crandom.txt"
"481"	"ownershuip,"	"i"	0	888	"i"	"Normal"	"p10crandom.txt"
"482"	"ownershuip,"	"p"	0	183	"p"	"Normal"	"p10crandom.txt"
"483"	"ownershuip,"	","	0	1097	","	"Normal"	"p10crandom.txt"
"484"	"but"	"b"	1	296	"b"	"Normal"	"p10crandom.txt"
"485"	"but"	"u"	1	72	"u"	"Normal"	"p10crandom.txt"
"486"	"but"	"t"	1	105	"t"	"Normal"	"p10crandom.txt"
"487"	"tehe"	"t"	0	248	"t"	"Normal"	"p10crandom.txt"
"488"	"tehe"	"e"	0	208	"e"	"Normal"	"p10crandom.txt"
"489"	"tehe"	"h"	0	753	"h"	"Normal"	"p10crandom.txt"
"490"	"tehe"	"e"	0	535	"e"	"Normal"	"p10crandom.txt"
"491"	"prices"	"p"	1	239	"p"	"Normal"	"p10crandom.txt"
"492"	"prices"	"r"	1	112	"r"	"Normal"	"p10crandom.txt"
"493"	"prices"	"i"	1	192	"i"	"Normal"	"p10crandom.txt"
"494"	"prices"	"c"	1	209	"c"	"Normal"	"p10crandom.txt"
"495"	"prices"	"e"	1	103	"e"	"Normal"	"p10crandom.txt"
"496"	"prices"	"s"	1	232	"s"	"Normal"	"p10crandom.txt"
"497"	"are"	"a"	1	104	"a"	"Normal"	"p10crandom.txt"
"498"	"are"	"r"	1	296	"r"	"Normal"	"p10crandom.txt"
"499"	"are"	"e"	1	81	"e"	"Normal"	"p10crandom.txt"
"500"	"bvery"	"b"	0	376	"b"	"Normal"	"p10crandom.txt"
"501"	"bvery"	"v"	0	800	"v"	"Normal"	"p10crandom.txt"
"502"	"bvery"	"e"	0	144	"e"	"Normal"	"p10crandom.txt"
"503"	"bvery"	"r"	0	56	"r"	"Normal"	"p10crandom.txt"
"504"	"bvery"	"y"	0	192	"y"	"Normal"	"p10crandom.txt"
"505"	"high."	"h"	1	208	"h"	"Normal"	"p10crandom.txt"
"506"	"high."	"i"	1	80	"i"	"Normal"	"p10crandom.txt"
"507"	"high."	"g"	1	144	"g"	"Normal"	"p10crandom.txt"
"508"	"high."	"h"	1	128	"h"	"Normal"	"p10crandom.txt"
"509"	"high."	"."	1	1064	"."	"Normal"	"p10crandom.txt"
"2100"	"bbBorder"	"b"	0	296	"b"	"RandLetter"	"p10crandom.txt"
"3100"	"bbBorder"	"b"	0	584	"b"	"RandLetter"	"p10crandom.txt"
"4100"	"bbBorder"	"B"	0	313	"B"	"RandLetter"	"p10crandom.txt"
"513"	"bbBorder"	"o"	0	183	"o"	"RandLetter"	"p10crandom.txt"
"610"	"bbBorder"	"r"	0	136	"r"	"RandLetter"	"p10crandom.txt"
"710"	"bbBorder"	"d"	0	336	"d"	"RandLetter"	"p10crandom.txt"
"810"	"bbBorder"	"e"	0	192	"e"	"RandLetter"	"p10crandom.txt"
"910"	"bbBorder"	"r"	0	128	"r"	"RandLetter"	"p10crandom.txt"
"1010"	"Collie"	"C"	1	280	"C"	"RandLetter"	"p10crandom.txt"
"1110"	"Collie"	"o"	1	176	"o"	"RandLetter"	"p10crandom.txt"
"1210"	"Collie"	"l"	1	184	"l"	"RandLetter"	"p10crandom.txt"
"1310"	"Collie"	"l"	1	137	"l"	"RandLetter"	"p10crandom.txt"
"1410"	"Collie"	"i"	1	167	"i"	"RandLetter"	"p10crandom.txt"
"1510"	"Collie"	"e"	1	120	"e"	"RandLetter"	"p10crandom.txt"
"1610"	"is"	"i"	1	456	"i"	"RandLetter"	"p10crandom.txt"
"1710"	"is"	"s"	1	80	"s"	"RandLetter"	"p10crandom.txt"
"1810"	"never"	"n"	1	448	"n"	"RandLetter"	"p10crandom.txt"
"1910"	"never"	"e"	1	104	"e"	"RandLetter"	"p10crandom.txt"
"2010"	"never"	"v"	1	128	"v"	"RandLetter"	"p10crandom.txt"
"2110"	"never"	"e"	1	112	"e"	"RandLetter"	"p10crandom.txt"
"2210"	"never"	"r"	1	160	"r"	"RandLetter"	"p10crandom.txt"
"2310"	"happier"	"h"	1	432	"h"	"RandLetter"	"p10crandom.txt"
"2410"	"happier"	"a"	1	80	"a"	"RandLetter"	"p10crandom.txt"
"2510"	"happier"	"p"	1	297	"p"	"RandLetter"	"p10crandom.txt"
"2610"	"happier"	"p"	1	151	"p"	"RandLetter"	"p10crandom.txt"
"2710"	"happier"	"i"	1	768	"i"	"RandLetter"	"p10crandom.txt"
"2810"	"happier"	"e"	1	216	"e"	"RandLetter"	"p10crandom.txt"
"2910"	"happier"	"r"	1	80	"r"	"RandLetter"	"p10crandom.txt"
"3010"	"than"	"t"	1	256	"t"	"RandLetter"	"p10crandom.txt"
"3110"	"than"	"h"	1	112	"h"	"RandLetter"	"p10crandom.txt"
"3210"	"than"	"a"	1	120	"a"	"RandLetter"	"p10crandom.txt"
"3310"	"than"	"n"	1	168	"n"	"RandLetter"	"p10crandom.txt"
"3410"	"hwhen"	"h"	0	504	"h"	"RandLetter"	"p10crandom.txt"
"3510"	"hwhen"	"w"	0	641	"w"	"RandLetter"	"p10crandom.txt"
"3610"	"hwhen"	"h"	0	207	"h"	"RandLetter"	"p10crandom.txt"
"3710"	"hwhen"	"e"	0	80	"e"	"RandLetter"	"p10crandom.txt"
"3810"	"hwhen"	"n"	0	128	"n"	"RandLetter"	"p10crandom.txt"
"3910"	"fdoing"	"f"	0	544	"f"	"RandLetter"	"p10crandom.txt"
"4010"	"fdoing"	"d"	0	1105	"d"	"RandLetter"	"p10crandom.txt"
"4110"	"fdoing"	"o"	0	119	"o"	"RandLetter"	"p10crandom.txt"
"4210"	"fdoing"	"i"	0	72	"i"	"RandLetter"	"p10crandom.txt"
"4310"	"fdoing"	"n"	0	192	"n"	"RandLetter"	"p10crandom.txt"
"4410"	"fdoing"	"g"	0	88	"g"	"RandLetter"	"p10crandom.txt"
"4510"	"something."	"s"	1	688	"s"	"RandLetter"	"p10crandom.txt"
"4610"	"something."	"o"	1	1721	"o"	"RandLetter"	"p10crandom.txt"
"4710"	"something."	"m"	1	151	"m"	"RandLetter"	"p10crandom.txt"
"4810"	"something."	"e"	1	56	"e"	"RandLetter"	"p10crandom.txt"
"4910"	"something."	"t"	1	216	"t"	"RandLetter"	"p10crandom.txt"
"5010"	"something."	"h"	1	680	"h"	"RandLetter"	"p10crandom.txt"
"514"	"something."	"i"	1	96	"i"	"RandLetter"	"p10crandom.txt"
"521"	"something."	"n"	1	224	"n"	"RandLetter"	"p10crandom.txt"
"531"	"something."	"g"	1	889	"g"	"RandLetter"	"p10crandom.txt"
"541"	"something."	"."	1	720	"."	"RandLetter"	"p10crandom.txt"
"551"	"Suck"	"S"	0	2456	"S"	"RandLetter"	"p10crandom.txt"
"561"	"Suck"	"u"	0	184	"u"	"RandLetter"	"p10crandom.txt"
"571"	"Suck"	"c"	0	440	"c"	"RandLetter"	"p10crandom.txt"
"581"	"Suck"	"k"	0	200	"k"	"RandLetter"	"p10crandom.txt"
"591"	"is"	"i"	1	751	"i"	"RandLetter"	"p10crandom.txt"
"601"	"is"	"s"	1	104	"s"	"RandLetter"	"p10crandom.txt"
"611"	"thir"	"t"	0	152	"t"	"RandLetter"	"p10crandom.txt"
"621"	"thir"	"h"	0	120	"h"	"RandLetter"	"p10crandom.txt"
"631"	"thir"	"i"	0	216	"i"	"RandLetter"	"p10crandom.txt"
"641"	"thir"	"r"	0	263	"r"	"RandLetter"	"p10crandom.txt"
"651"	"dersure"	"d"	0	279	"d"	"RandLetter"	"p10crandom.txt"
"661"	"dersure"	"e"	0	256	"e"	"RandLetter"	"p10crandom.txt"
"671"	"dersure"	"r"	0	80	"r"	"RandLetter"	"p10crandom.txt"
"681"	"dersure"	"s"	0	208	"s"	"RandLetter"	"p10crandom.txt"
"691"	"dersure"	"u"	0	256	"u"	"RandLetter"	"p10crandom.txt"
"701"	"dersure"	"r"	0	360	"r"	"RandLetter"	"p10crandom.txt"
"711"	"dersure"	"e"	0	64	"e"	"RandLetter"	"p10crandom.txt"
"721"	"to"	"t"	1	385	"t"	"RandLetter"	"p10crandom.txt"
"731"	"to"	"o"	1	127	"o"	"RandLetter"	"p10crandom.txt"
"741"	"please"	"p"	1	360	"p"	"RandLetter"	"p10crandom.txt"
"751"	"please"	"l"	1	168	"l"	"RandLetter"	"p10crandom.txt"
"761"	"please"	"e"	1	120	"e"	"RandLetter"	"p10crandom.txt"
"771"	"please"	"a"	1	240	"a"	"RandLetter"	"p10crandom.txt"
"781"	"please"	"s"	1	160	"s"	"RandLetter"	"p10crandom.txt"
"791"	"please"	"e"	1	240	"e"	"RandLetter"	"p10crandom.txt"
"801"	"athat"	"a"	0	560	"a"	"RandLetter"	"p10crandom.txt"
"811"	"athat"	"t"	0	480	"t"	"RandLetter"	"p10crandom.txt"
"821"	"athat"	"h"	0	113	"h"	"RandLetter"	"p10crandom.txt"
"831"	"athat"	"a"	0	159	"a"	"RandLetter"	"p10crandom.txt"
"841"	"athat"	"t"	0	128	"t"	"RandLetter"	"p10crandom.txt"
"851"	"they"	"t"	1	657	"t"	"RandLetter"	"p10crandom.txt"
"861"	"they"	"h"	1	159	"h"	"RandLetter"	"p10crandom.txt"
"871"	"they"	"e"	1	72	"e"	"RandLetter"	"p10crandom.txt"
"881"	"they"	"y"	1	88	"y"	"RandLetter"	"p10crandom.txt"
"891"	"are"	"a"	1	144	"a"	"RandLetter"	"p10crandom.txt"
"901"	"are"	"r"	1	248	"r"	"RandLetter"	"p10crandom.txt"
"911"	"are"	"e"	1	137	"e"	"RandLetter"	"p10crandom.txt"
"921"	"willing"	"w"	1	504	"w"	"RandLetter"	"p10crandom.txt"
"931"	"willing"	"i"	1	112	"i"	"RandLetter"	"p10crandom.txt"
"941"	"willing"	"l"	1	201	"l"	"RandLetter"	"p10crandom.txt"
"951"	"willing"	"l"	1	799	"l"	"RandLetter"	"p10crandom.txt"
"961"	"willing"	"i"	1	237	"i"	"RandLetter"	"p10crandom.txt"
"971"	"willing"	"n"	1	155	"n"	"RandLetter"	"p10crandom.txt"
"981"	"willing"	"g"	1	88	"g"	"RandLetter"	"p10crandom.txt"
"991"	"to"	"t"	1	1993	"t"	"RandLetter"	"p10crandom.txt"
"1001"	"to"	"o"	1	95	"o"	"RandLetter"	"p10crandom.txt"
"1011"	"be"	"b"	1	481	"b"	"RandLetter"	"p10crandom.txt"
"1021"	"be"	"e"	1	423	"e"	"RandLetter"	"p10crandom.txt"
"1031"	"trained"	"t"	1	272	"t"	"RandLetter"	"p10crandom.txt"
"1041"	"trained"	"r"	1	81	"r"	"RandLetter"	"p10crandom.txt"
"1051"	"trained"	"a"	1	279	"a"	"RandLetter"	"p10crandom.txt"
"1061"	"trained"	"i"	1	136	"i"	"RandLetter"	"p10crandom.txt"
"1071"	"trained"	"n"	1	224	"n"	"RandLetter"	"p10crandom.txt"
"1081"	"trained"	"e"	1	1072	"e"	"RandLetter"	"p10crandom.txt"
"1091"	"trained"	"d"	1	216	"d"	"RandLetter"	"p10crandom.txt"
"1101"	"to"	"t"	1	175	"t"	"RandLetter"	"p10crandom.txt"
"1111"	"to"	"o"	1	176	"o"	"RandLetter"	"p10crandom.txt"
"1121"	"be"	"b"	1	353	"b"	"RandLetter"	"p10crandom.txt"
"1131"	"be"	"e"	1	63	"e"	"RandLetter"	"p10crandom.txt"
"1141"	"most"	"m"	1	1480	"m"	"RandLetter"	"p10crandom.txt"
"1151"	"most"	"o"	1	152	"o"	"RandLetter"	"p10crandom.txt"
"1161"	"most"	"s"	1	96	"s"	"RandLetter"	"p10crandom.txt"
"1171"	"most"	"t"	1	128	"t"	"RandLetter"	"p10crandom.txt"
"1181"	"thing,"	"t"	0	752	"t"	"RandLetter"	"p10crandom.txt"
"1191"	"thing,"	"h"	0	216	"h"	"RandLetter"	"p10crandom.txt"
"1201"	"thing,"	"i"	0	152	"i"	"RandLetter"	"p10crandom.txt"
"1211"	"thing,"	"n"	0	240	"n"	"RandLetter"	"p10crandom.txt"
"1221"	"thing,"	"g"	0	104	"g"	"RandLetter"	"p10crandom.txt"
"1231"	"thing,"	","	0	1152	","	"RandLetter"	"p10crandom.txt"
"1241"	"and"	"a"	1	152	"a"	"RandLetter"	"p10crandom.txt"
"1251"	"and"	"n"	1	88	"n"	"RandLetter"	"p10crandom.txt"
"1261"	"and"	"d"	1	3089	"d"	"RandLetter"	"p10crandom.txt"
"1271"	"they"	"t"	1	1759	"t"	"RandLetter"	"p10crandom.txt"
"1281"	"they"	"h"	1	976	"h"	"RandLetter"	"p10crandom.txt"
"1291"	"they"	"e"	1	64	"e"	"RandLetter"	"p10crandom.txt"
"1301"	"they"	"y"	1	145	"y"	"RandLetter"	"p10crandom.txt"
"1311"	"usually"	"u"	1	744	"u"	"RandLetter"	"p10crandom.txt"
"1321"	"usually"	"s"	1	128	"s"	"RandLetter"	"p10crandom.txt"
"1331"	"usually"	"u"	1	105	"u"	"RandLetter"	"p10crandom.txt"
"1341"	"usually"	"a"	1	111	"a"	"RandLetter"	"p10crandom.txt"
"1351"	"usually"	"l"	1	120	"l"	"RandLetter"	"p10crandom.txt"
"1361"	"usually"	"l"	1	168	"l"	"RandLetter"	"p10crandom.txt"
"1371"	"usually"	"y"	1	232	"y"	"RandLetter"	"p10crandom.txt"
"1381"	"ecxul"	"e"	0	457	"e"	"RandLetter"	"p10crandom.txt"
"1391"	"ecxul"	"c"	0	343	"c"	"RandLetter"	"p10crandom.txt"
"1401"	"ecxul"	"x"	0	624	"x"	"RandLetter"	"p10crandom.txt"
"1411"	"ecxul"	"u"	0	184	"u"	"RandLetter"	"p10crandom.txt"
"1421"	"ecxul"	"l"	0	480	"l"	"RandLetter"	"p10crandom.txt"
"1431"	"in"	"i"	1	1264	"i"	"RandLetter"	"p10crandom.txt"
"1441"	"in"	"n"	1	223	"n"	"RandLetter"	"p10crandom.txt"
"1451"	"the"	"t"	1	433	"t"	"RandLetter"	"p10crandom.txt"
"1461"	"the"	"h"	1	143	"h"	"RandLetter"	"p10crandom.txt"
"1471"	"the"	"e"	1	88	"e"	"RandLetter"	"p10crandom.txt"
"1481"	"feild"	"f"	0	896	"f"	"RandLetter"	"p10crandom.txt"
"1491"	"feild"	"e"	0	88	"e"	"RandLetter"	"p10crandom.txt"
"1501"	"feild"	"i"	0	80	"i"	"RandLetter"	"p10crandom.txt"
"1511"	"feild"	"l"	0	200	"l"	"RandLetter"	"p10crandom.txt"
"1521"	"feild"	"d"	0	80	"d"	"RandLetter"	"p10crandom.txt"
"1531"	"chosen"	"c"	1	728	"c"	"RandLetter"	"p10crandom.txt"
"1541"	"chosen"	"h"	1	136	"h"	"RandLetter"	"p10crandom.txt"
"1551"	"chosen"	"o"	1	176	"o"	"RandLetter"	"p10crandom.txt"
"1561"	"chosen"	"s"	1	104	"s"	"RandLetter"	"p10crandom.txt"
"1571"	"chosen"	"e"	1	192	"e"	"RandLetter"	"p10crandom.txt"
"1581"	"chosen"	"n"	1	168	"n"	"RandLetter"	"p10crandom.txt"
"1591"	"for"	"f"	1	648	"f"	"RandLetter"	"p10crandom.txt"
"1601"	"for"	"o"	1	120	"o"	"RandLetter"	"p10crandom.txt"
"1611"	"for"	"r"	1	88	"r"	"RandLetter"	"p10crandom.txt"
"1621"	"then"	"t"	0	160	"t"	"RandLetter"	"p10crandom.txt"
"1631"	"then"	"h"	0	393	"h"	"RandLetter"	"p10crandom.txt"
"1641"	"then"	"e"	0	135	"e"	"RandLetter"	"p10crandom.txt"
"1651"	"then"	"n"	0	112	"n"	"RandLetter"	"p10crandom.txt"
"1661"	"by"	"b"	1	497	"b"	"RandLetter"	"p10crandom.txt"
"1671"	"by"	"y"	1	207	"y"	"RandLetter"	"p10crandom.txt"
"1681"	"their"	"t"	1	224	"t"	"RandLetter"	"p10crandom.txt"
"1691"	"their"	"h"	1	216	"h"	"RandLetter"	"p10crandom.txt"
"1701"	"their"	"e"	1	345	"e"	"RandLetter"	"p10crandom.txt"
"1711"	"their"	"i"	1	207	"i"	"RandLetter"	"p10crandom.txt"
"1721"	"their"	"r"	1	152	"r"	"RandLetter"	"p10crandom.txt"
"1731"	"owner."	"o"	1	888	"o"	"RandLetter"	"p10crandom.txt"
"1741"	"owner."	"w"	1	344	"w"	"RandLetter"	"p10crandom.txt"
"1751"	"owner."	"n"	1	680	"n"	"RandLetter"	"p10crandom.txt"
"1761"	"owner."	"e"	1	280	"e"	"RandLetter"	"p10crandom.txt"
"1771"	"owner."	"r"	1	88	"r"	"RandLetter"	"p10crandom.txt"
"1781"	"owner."	"."	1	2280	"."	"RandLetter"	"p10crandom.txt"
"1791"	"Although"	"A"	1	456	"A"	"RandLetter"	"p10crandom.txt"
"1801"	"Although"	"l"	1	488	"l"	"RandLetter"	"p10crandom.txt"
"1811"	"Although"	"t"	1	1368	"t"	"RandLetter"	"p10crandom.txt"
"1821"	"Although"	"h"	1	88	"h"	"RandLetter"	"p10crandom.txt"
"1831"	"Although"	"o"	1	152	"o"	"RandLetter"	"p10crandom.txt"
"1841"	"Although"	"u"	1	56	"u"	"RandLetter"	"p10crandom.txt"
"1851"	"Although"	"g"	1	89	"g"	"RandLetter"	"p10crandom.txt"
"1861"	"Although"	"h"	1	111	"h"	"RandLetter"	"p10crandom.txt"
"1871"	"primilarilt"	"p"	0	352	"p"	"RandLetter"	"p10crandom.txt"
"1881"	"primilarilt"	"r"	0	88	"r"	"RandLetter"	"p10crandom.txt"
"1891"	"primilarilt"	"i"	0	136	"i"	"RandLetter"	"p10crandom.txt"
"1901"	"primilarilt"	"m"	0	201	"m"	"RandLetter"	"p10crandom.txt"
"1911"	"primilarilt"	"i"	0	135	"i"	"RandLetter"	"p10crandom.txt"
"1921"	"primilarilt"	"l"	0	224	"l"	"RandLetter"	"p10crandom.txt"
"1931"	"primilarilt"	"a"	0	200	"a"	"RandLetter"	"p10crandom.txt"
"1941"	"primilarilt"	"r"	0	416	"r"	"RandLetter"	"p10crandom.txt"
"1951"	"primilarilt"	"i"	0	560	"i"	"RandLetter"	"p10crandom.txt"
"1961"	"primilarilt"	"l"	0	184	"l"	"RandLetter"	"p10crandom.txt"
"1971"	"primilarilt"	"t"	0	104	"t"	"RandLetter"	"p10crandom.txt"
"1981"	"a"	"a"	1	224	"a"	"RandLetter"	"p10crandom.txt"
"1991"	"sheep"	"s"	1	296	"s"	"RandLetter"	"p10crandom.txt"
"2001"	"sheep"	"h"	1	112	"h"	"RandLetter"	"p10crandom.txt"
"2011"	"sheep"	"e"	1	128	"e"	"RandLetter"	"p10crandom.txt"
"2021"	"sheep"	"e"	1	176	"e"	"RandLetter"	"p10crandom.txt"
"2031"	"sheep"	"p"	1	176	"p"	"RandLetter"	"p10crandom.txt"
